日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2018/5/29,台北一,芒果 金煌,42,31.6,19.1,31.2,"5,943"
2018/5/30,台北一,芒果 金煌,47.6,32.8,18.7,33,"4,246"
2018/5/31,台北一,芒果 金煌,45.4,33.3,18,32.7,"4,888"
2018/6/1,台北一,芒果 金煌,49.6,34.9,17.3,34.3,"3,995"
2018/6/2,台北一,芒果 金煌,44,30.9,15.8,30.5,"5,311"
2018/6/3,台北一,芒果 金煌,53.6,36,19.1,36.2,"5,680"
2018/6/5,台北一,芒果 金煌,51.3,29.6,15.6,31.1,"7,240"
2018/6/6,台北一,芒果 金煌,46.2,26,16.7,28.2,"6,487"
2018/6/7,台北一,芒果 金煌,49.2,33.7,19.5,33.9,"5,472"
2018/6/8,台北一,芒果 金煌,56.1,31.9,17.1,33.8,"6,001"
2018/6/9,台北一,芒果 金煌,50,31.4,17.6,32.3,"7,103"
2018/6/10,台北一,芒果 金煌,45.8,33,20.9,33.2,"7,729"
2018/6/12,台北一,芒果 金煌,66.2,37.4,21.9,40.1,"10,252"
2018/6/13,台北一,芒果 金煌,53.1,36.5,21.2,36.7,"9,163"
2018/6/14,台北一,芒果 金煌,52.6,37.2,22.9,37.5,"8,749"
2018/6/15,台北一,芒果 金煌,45.5,34.1,19.6,33.5,"10,883"
2018/6/16,台北一,芒果 金煌,42.4,30.7,20.5,31,"11,418"
2018/6/17,台北一,芒果 金煌,45,30.1,17.7,30.6,"8,909"
2018/6/18,台北一,芒果 金煌,45.5,31,15.5,30.8,"6,277"
2018/6/21,台北一,芒果 金煌,45.7,29.9,16.5,30.4,"7,794"
2018/6/22,台北一,芒果 金煌,48.7,34.4,15.1,33.4,"5,431"
2018/6/23,台北一,芒果 金煌,55.1,38.8,18,37.9,"4,583"
2018/6/24,台北一,芒果 金煌,51.1,35.7,16.8,35,"6,278"
2018/6/26,台北一,芒果 金煌,44.6,31,16.8,30.9,"12,535"
2018/6/27,台北一,芒果 金煌,48.3,34.5,19.4,34.2,"11,527"
2018/6/28,台北一,芒果 金煌,43.1,27.7,17.7,28.8,"10,918"
2018/6/29,台北一,芒果 金煌,39,26,15.1,26.4,"7,837"
2018/6/30,台北一,芒果 金煌,36.4,24.7,15.1,25.1,"9,813"
2018/7/1,台北一,芒果 金煌,35.7,24.9,15.7,25.2,"9,798"
2018/7/3,台北一,芒果 金煌,38.7,26.3,13.1,26.1,"12,479"
2018/7/4,台北一,芒果 金煌,35.9,26.3,17.3,26.4,"9,142"
2018/7/5,台北一,芒果 金煌,38.6,26.7,16.6,27.1,"7,899"
2018/7/6,台北一,芒果 金煌,34.7,23.2,14.5,23.7,"9,829"
2018/7/7,台北一,芒果 金煌,37.9,23.9,15.4,25,"9,723"
2018/7/8,台北一,芒果 金煌,36.6,23.2,14.8,24.2,"9,760"
2018/7/10,台北一,芒果 金煌,40.8,22.5,13.6,24.4,"10,401"
2018/7/11,台北一,芒果 金煌,39.3,21.6,13.2,23.5,"7,876"
2018/7/12,台北一,芒果 金煌,41.2,25.4,13.5,26.2,"11,429"
2018/7/13,台北一,芒果 金煌,40,27.7,17.1,28.1,"8,602"
2018/7/14,台北一,芒果 金煌,39.4,27.4,18,27.9,"9,905"
2018/7/15,台北一,芒果 金煌,36.8,26.9,17.6,27,"9,945"
2018/7/17,台北一,芒果 金煌,36,25.1,15.9,25.5,"9,484"
2018/7/18,台北一,芒果 金煌,36.1,25.9,18,26.4,"9,822"
2018/7/19,台北一,芒果 金煌,34.9,24.9,15.7,25.1,"11,099"
2018/7/20,台北一,芒果 金煌,34.4,24.4,17.1,24.9,"11,526"
2018/7/21,台北一,芒果 金煌,35.1,25.9,18.2,26.2,"12,305"
2018/7/22,台北一,芒果 金煌,36.9,27.2,16.6,27,"9,798"
2018/7/24,台北一,芒果 金煌,42.7,28.4,18.8,29.3,"9,633"
2018/7/25,台北一,芒果 金煌,46.4,30.5,15,30.6,"7,707"
2018/7/26,台北一,芒果 金煌,48.5,35.5,20.3,35.1,"9,626"
2018/7/27,台北一,芒果 金煌,46.3,34,18.7,33.4,"9,315"
2018/7/28,台北一,芒果 金煌,49.4,33.3,22.3,34.3,"6,811"
2018/7/29,台北一,芒果 金煌,47.7,35.8,24.4,35.9,"5,886"
2018/7/31,台北一,芒果 金煌,50.6,40.5,27.1,39.9,"5,394"
2018/8/1,台北一,芒果 金煌,55.1,36.9,22.8,37.7,"4,029"
2018/8/2,台北一,芒果 金煌,51.4,36.5,23.5,36.9,"5,470"
2018/8/3,台北一,芒果 金煌,46.5,33.1,24,33.9,"4,735"
2018/8/4,台北一,芒果 金煌,47.1,37.7,26,37.2,"4,866"
2018/8/5,台北一,芒果 金煌,54.1,35.2,21.7,36.2,"4,487"
2018/8/7,台北一,芒果 金煌,59.2,42.2,24.7,42.1,"4,931"
2018/8/8,台北一,芒果 金煌,56.1,42.4,29.8,42.6,"3,535"
2018/8/9,台北一,芒果 金煌,60.5,46.7,28.1,45.7,"4,468"
2018/8/10,台北一,芒果 金煌,68,50,26.9,49,"3,163"
2018/8/11,台北一,芒果 金煌,70.8,49.2,27.9,49.3,"3,576"
2018/8/12,台北一,芒果 金煌,72.4,51.9,25,50.6,"2,892"
2018/8/14,台北一,芒果 金煌,65,44.5,23.6,44.4,"3,297"
2018/8/15,台北一,芒果 金煌,61.3,43.9,24.9,43.6,"3,636"
2018/8/16,台北一,芒果 金煌,69.2,51.1,27.1,49.9,"1,686"
2018/8/17,台北一,芒果 金煌,63.9,45.9,26.3,45.5,"2,317"
2018/8/18,台北一,芒果 金煌,75.3,44.9,30.7,48.1,"1,389"
2018/8/19,台北一,芒果 金煌,63.4,40.6,22.8,41.6,"3,116"
2018/8/21,台北一,芒果 金煌,72.4,49.7,19.3,48.1,"2,007"
2018/8/22,台北一,芒果 金煌,91.1,54,18,54.2,684
2018/8/23,台北一,芒果 金煌,83.1,62.4,26.2,59.3,930
2018/8/24,台北一,芒果 金煌,95.4,58.5,19.4,58.1,"1,081"
2018/8/25,台北一,芒果 金煌,81.3,59.3,25.5,56.9,"1,588"
2018/8/28,台北一,芒果 金煌,80.5,52.1,10,49.4,305
2018/8/29,台北一,芒果 金煌,106.8,59.2,45,65.9,374
2018/8/30,台北一,芒果 金煌,80,53.4,40.7,56.2,348
2018/8/31,台北一,芒果 金煌,85,83.8,75,82.3,125
2018/9/1,台北一,芒果 金煌,85,60.5,46.5,62.6,341
2018/9/2,台北一,芒果 金煌,90,90,74.9,87,121
2018/9/4,台北一,芒果 金煌,78.7,57.6,21,54.5,836
2018/9/5,台北一,芒果 金煌,69,52.3,18,48.8,333
2018/9/6,台北一,芒果 金煌,75,59.4,54,61.4,181
2018/9/7,台北一,芒果 金煌,70,57.3,45.2,57.4,294
2018/9/9,台北一,芒果 金煌,62.9,50,48.1,52.2,93
2018/9/11,台北一,芒果 金煌,75,58.3,50,60,21
2018/9/13,台北一,芒果 金煌,59.1,47.9,38,48.2,198
2018/9/14,台北一,芒果 金煌,85,63.5,50,65.1,246
2019/2/2,台北一,芒果 金煌,110,95,80,95,14
2019/2/15,台北一,芒果 金煌,50,50,50,50,36
2019/2/17,台北一,芒果 金煌,85,85,85,85,240
2019/2/18,台北一,芒果 金煌,68.7,62.3,50.1,61.1,282
2019/2/24,台北一,芒果 金煌,70,63.7,40,60.2,126
2019/2/26,台北一,芒果 金煌,79.2,75,70.8,75,108
2019/2/27,台北一,芒果 金煌,75,75,75,75,12
2019/2/28,台北一,芒果 金煌,50,37.8,35,39.7,58
2019/3/1,台北一,芒果 金煌,160,118.9,75,118.3,18
2019/3/2,台北一,芒果 金煌,90,82.6,70,81.5,26
2019/3/5,台北一,芒果 金煌,81.4,61.1,47.5,62.5,562
2019/3/6,台北一,芒果 金煌,83.2,69.8,42.5,67,377
2019/3/7,台北一,芒果 金煌,79.7,67.8,54.8,67.6,258
2019/3/8,台北一,芒果 金煌,75,67.5,60,67.5,12
2019/3/9,台北一,芒果 金煌,70,68.3,65,68,30
2019/3/10,台北一,芒果 金煌,75,65.3,50,64.2,61
2019/3/12,台北一,芒果 金煌,73.7,63.6,46.1,62.1,406
2019/3/13,台北一,芒果 金煌,77.5,61.7,40,60.5,299
2019/3/14,台北一,芒果 金煌,81.9,65.9,42.3,64.4,218
2019/3/15,台北一,芒果 金煌,85,72.5,62.7,73,133
2019/3/16,台北一,芒果 金煌,73.4,59.6,36.5,57.7,696
2019/3/17,台北一,芒果 金煌,80,72.2,55.7,70.5,380
2019/3/19,台北一,芒果 金煌,87.2,69.5,44.5,68,853
2019/3/20,台北一,芒果 金煌,79.4,67.9,48.1,66.2,"1,195"
2019/3/21,台北一,芒果 金煌,93.7,80.4,66.1,80.2,487
2019/3/22,台北一,芒果 金煌,76.2,65.7,49.1,64.5,894
2019/3/23,台北一,芒果 金煌,78.5,61.2,38.5,60.1,923
2019/3/24,台北一,芒果 金煌,81.3,62.8,45.6,63,644
2019/3/26,台北一,芒果 金煌,90.6,69.7,43.2,68.6,978
2019/3/27,台北一,芒果 金煌,101.1,77.1,47.4,76,539
2019/3/28,台北一,芒果 金煌,95.2,74.8,51.6,74.3,611
2019/3/29,台北一,芒果 金煌,91.9,65.3,52.5,68.1,961
2019/3/30,台北一,芒果 金煌,95.9,64.7,40,66,"1,575"
2019/3/31,台北一,芒果 金煌,89.7,71.1,42,69,"2,101"
2019/4/2,台北一,芒果 金煌,86.1,57.5,42.6,60.3,"2,669"
2019/4/3,台北一,芒果 金煌,74,59.8,41.7,59,"2,311"
2019/4/4,台北一,芒果 金煌,75,55.1,40.1,56.1,"2,226"
2019/4/7,台北一,芒果 金煌,90.4,66.9,45.6,67.3,"1,544"
2019/4/9,台北一,芒果 金煌,98.5,65.7,39.5,67,995
2019/4/10,台北一,芒果 金煌,91.8,56.1,38.5,59.7,"1,337"
2019/4/11,台北一,芒果 金煌,76.5,53.8,35.5,54.7,"1,180"
2019/4/12,台北一,芒果 金煌,77.4,60.5,34.1,58.6,"1,316"
2019/4/13,台北一,芒果 金煌,80.3,59.3,42.7,60.2,"2,028"
2019/4/14,台北一,芒果 金煌,81.8,49.2,35.2,52.9,"2,789"
2019/4/16,台北一,芒果 金煌,88.8,54,36.7,57.5,"2,072"
2019/4/17,台北一,芒果 金煌,87.3,58.2,38.1,60,"2,417"
2019/4/18,台北一,芒果 金煌,82.1,58.2,41.7,59.7,"3,578"
2019/4/19,台北一,芒果 金煌,89.3,60,43.7,62.6,"2,893"
2019/4/20,台北一,芒果 金煌,86.6,60.8,41.6,62.1,"2,195"
2019/4/21,台北一,芒果 金煌,80.6,50.4,39.8,54.3,"2,430"
2019/4/23,台北一,芒果 金煌,80.7,48.1,28.1,50.6,"2,317"
2019/4/24,台北一,芒果 金煌,62.9,40.8,30.3,43.1,"2,369"
2019/4/25,台北一,芒果 金煌,82.8,44.1,24.1,47.8,"1,599"
2019/4/26,台北一,芒果 金煌,69.3,46.3,30.7,47.8,"3,315"
2019/4/27,台北一,芒果 金煌,72.1,53.7,33.8,53.4,"2,825"
2019/4/28,台北一,芒果 金煌,74.1,52.7,34.7,53.4,"2,936"
2019/4/30,台北一,芒果 金煌,73.4,55.5,38.4,55.7,"2,418"
2019/5/1,台北一,芒果 金煌,74.1,56.2,27.1,53.9,"2,799"
2019/5/2,台北一,芒果 金煌,76,50,22.7,49.7,"2,798"
2019/5/3,台北一,芒果 金煌,71.5,55.7,31.9,54.1,"3,103"
2019/5/4,台北一,芒果 金煌,75.7,57.2,39,57.3,"3,591"
2019/5/5,台北一,芒果 金煌,81.8,56.1,40.5,58.1,"3,906"
2019/5/7,台北一,芒果 金煌,78.6,51.3,32.6,53,"2,503"
2019/5/8,台北一,芒果 金煌,80.5,48,25.5,50,"3,491"
2019/5/9,台北一,芒果 金煌,69.5,47.5,22.6,46.9,"4,499"
2019/5/10,台北一,芒果 金煌,66,42.9,24.5,43.8,"4,461"
2019/5/11,台北一,芒果 金煌,59.5,42.8,30.9,43.7,"4,380"
2019/5/12,台北一,芒果 金煌,53.4,33.3,20.5,34.8,"4,067"
2019/5/14,台北一,芒果 金煌,61.5,39.3,25.5,41,"4,659"
2019/5/15,台北一,芒果 金煌,57.6,37,22.8,38.3,"5,324"
2019/5/17,台北一,芒果 金煌,61.8,38.7,18.7,39.4,"5,532"
2019/5/18,台北一,芒果 金煌,63.9,48.4,30.8,48,"8,061"
2019/5/19,台北一,芒果 金煌,67,53,26.7,50.5,"5,417"
2019/5/21,台北一,芒果 金煌,81.2,57.9,24.3,55.8,"5,730"
2019/5/22,台北一,芒果 金煌,78.4,60,36.8,59,"6,687"
2019/5/23,台北一,芒果 金煌,75.2,55.1,34.8,55.1,"5,481"
2019/5/24,台北一,芒果 金煌,68.1,50,29.1,49.5,"8,234"
2019/5/25,台北一,芒果 金煌,60.1,41.9,24.5,42,"8,432"
2019/5/26,台北一,芒果 金煌,56.9,34.2,22.8,36.5,"11,148"
2019/5/28,台北一,芒果 金煌,53.6,32,19.3,33.8,"10,145"
2019/5/29,台北一,芒果 金煌,50,34,20,34.4,"7,682"
2019/5/30,台北一,芒果 金煌,55,39.2,23.2,39.1,"7,155"
2019/5/31,台北一,芒果 金煌,52.8,37,24.2,37.6,"11,386"
2019/6/1,台北一,芒果 金煌,59.7,41.3,26.9,42.1,"9,098"
2019/6/2,台北一,芒果 金煌,57.2,40.4,25,40.7,"10,409"
2019/6/4,台北一,芒果 金煌,61.6,40.1,24.8,41.4,"11,594"
2019/6/5,台北一,芒果 金煌,65.5,39.8,26.3,42.2,"10,975"
2019/6/6,台北一,芒果 金煌,64.1,39.3,24.5,41.3,"14,687"
2019/6/7,台北一,芒果 金煌,68.6,45.8,27,46.6,"10,974"
2019/6/8,台北一,芒果 金煌,67.8,46.9,26.7,47,"5,959"
2019/6/11,台北一,芒果 金煌,56.2,32.2,20.6,34.7,"14,070"
2019/6/12,台北一,芒果 金煌,42.8,29.9,17.7,30,"14,170"
2019/6/13,台北一,芒果 金煌,44.9,31.2,16.1,30.9,"12,397"
2019/6/14,台北一,芒果 金煌,47.4,29.7,17.2,30.7,"12,015"
2019/6/15,台北一,芒果 金煌,46.9,31.4,18.4,31.9,"12,583"
2019/6/16,台北一,芒果 金煌,56.2,32.3,20,34.6,"14,715"
2019/6/18,台北一,芒果 金煌,45.6,28.3,18.3,29.7,"16,253"
2019/6/19,台北一,芒果 金煌,43.4,27,18.2,28.5,"14,065"
2019/6/20,台北一,芒果 金煌,38.7,24.1,14.8,25.2,"11,483"
2019/6/21,台北一,芒果 金煌,36.8,24,15.2,24.8,"11,494"
2019/6/22,台北一,芒果 金煌,37.4,24.2,14.8,25,"14,499"
2019/6/23,台北一,芒果 金煌,36,22.6,13,23.3,"12,415"
2019/6/25,台北一,芒果 金煌,35.4,22.1,13.8,23.1,"15,877"
2019/6/26,台北一,芒果 金煌,35.1,22.1,12.9,22.8,"12,066"
2019/6/27,台北一,芒果 金煌,34.8,23.9,14.4,24.2,"10,957"
2019/6/28,台北一,芒果 金煌,37.5,23.1,12.5,23.9,"11,210"
2019/6/29,台北一,芒果 金煌,38,24.6,16.7,25.7,"12,370"
2019/6/30,台北一,芒果 金煌,33.8,24.1,14.9,24.2,"10,815"
2019/7/2,台北一,芒果 金煌,38.1,20.8,11.7,22.4,"15,790"
2019/7/3,台北一,芒果 金煌,36.8,20.7,11.9,22.2,"11,958"
2019/7/4,台北一,芒果 金煌,38.1,26.8,17.6,27.2,"10,567"
2019/7/5,台北一,芒果 金煌,36.2,23.3,14.8,24.2,"7,468"
2019/7/6,台北一,芒果 金煌,37.5,26.4,18.6,27.1,"6,374"
2019/7/7,台北一,芒果 金煌,38.2,25.6,16.7,26.3,"9,827"
2019/7/9,台北一,芒果 金煌,42.2,24.5,16.2,26.4,"9,951"
2019/7/10,台北一,芒果 金煌,39.7,24,16.3,25.6,"7,949"
2019/7/11,台北一,芒果 金煌,36,23.4,15.1,24.3,"8,637"
2019/7/12,台北一,芒果 金煌,35.1,25.3,17,25.6,"7,351"
2019/7/13,台北一,芒果 金煌,41.4,25.3,15.3,26.5,"5,842"
2019/7/14,台北一,芒果 金煌,48.9,30.4,18.2,31.7,"6,505"
2019/7/16,台北一,芒果 金煌,53.3,30.3,16.7,32.1,"14,714"
2019/7/17,台北一,芒果 金煌,48.5,34,21.5,34.4,"11,815"
2019/7/18,台北一,芒果 金煌,47.1,30.1,18.3,31.2,"12,672"
2019/7/19,台北一,芒果 金煌,40,28.7,17.5,28.7,"7,586"
2019/7/20,台北一,芒果 金煌,37.9,28.3,18.3,28.2,"11,528"
2019/7/21,台北一,芒果 金煌,42.1,31.3,21.8,31.5,"10,569"
2019/7/23,台北一,芒果 金煌,43.4,29.2,20.6,30.4,"9,721"
2019/7/24,台北一,芒果 金煌,44.8,26.2,12.3,27.1,"9,338"
2019/7/25,台北一,芒果 金煌,40.8,23.4,13.5,24.9,"9,571"
2019/7/26,台北一,芒果 金煌,43.6,30,20.3,30.8,"10,094"
2019/7/27,台北一,芒果 金煌,42.1,28.6,17.4,29.1,"11,418"
2019/7/28,台北一,芒果 金煌,47.7,30.8,22.6,32.5,"7,914"
2019/7/30,台北一,芒果 金煌,52.8,33.6,21.2,35,"13,205"
2019/7/31,台北一,芒果 金煌,52.9,34.9,20.7,35.6,"9,740"
2019/8/1,台北一,芒果 金煌,50.8,32,21.1,33.6,"10,787"
2019/8/2,台北一,芒果 金煌,44.8,31.4,18.8,31.6,"7,257"
2019/8/3,台北一,芒果 金煌,43.5,31.5,17.9,31.2,"9,442"
2019/8/4,台北一,芒果 金煌,46.8,29,14.5,29.6,"7,653"
2019/8/6,台北一,芒果 金煌,47.1,29.9,18.1,31,"7,875"
2019/8/7,台北一,芒果 金煌,48.4,32.3,20.8,33.2,"5,654"
2019/8/8,台北一,芒果 金煌,47.2,26.9,14.9,28.5,"7,201"
2019/8/9,台北一,芒果 金煌,48.6,28.4,15.9,29.9,"4,308"
2019/8/10,台北一,芒果 金煌,53.9,28.3,15.3,30.8,"6,536"
2019/8/11,台北一,芒果 金煌,61.5,44.4,26.5,44.2,"4,640"
2019/8/13,台北一,芒果 金煌,54.1,36.8,19.5,36.8,"7,044"
2019/8/14,台北一,芒果 金煌,65.3,42.9,25,43.8,"5,141"
2019/8/15,台北一,芒果 金煌,74,41.3,20.8,43.8,"4,734"
2019/8/18,台北一,芒果 金煌,75.5,32.5,13.2,37.2,"1,601"
2019/8/20,台北一,芒果 金煌,60.6,40.4,18.1,40,"1,956"
2019/8/21,台北一,芒果 金煌,56.1,28.6,17.9,32,"3,002"
2019/8/22,台北一,芒果 金煌,55.5,39,23.7,39.3,"1,908"
2019/8/23,台北一,芒果 金煌,54.1,30.5,20.8,33.3,"3,282"
2019/8/24,台北一,芒果 金煌,56.8,36.7,17.7,36.9,"2,053"
2019/8/25,台北一,芒果 金煌,49.9,32.2,16.9,32.7,"2,430"
2019/8/27,台北一,芒果 金煌,69.8,40.7,17.8,42,"2,568"
2019/8/28,台北一,芒果 金煌,59,45.5,25.5,44.2,"1,500"
2019/8/29,台北一,芒果 金煌,70,63.3,52.2,62.4,690
2019/8/30,台北一,芒果 金煌,66.4,37,20.9,39.6,986
2019/8/31,台北一,芒果 金煌,45,45,45,45,156
2019/9/1,台北一,芒果 金煌,50,45.9,33.2,44.2,444
2019/9/3,台北一,芒果 金煌,61.5,38.3,19.4,39.1,474
2019/9/4,台北一,芒果 金煌,60,43.5,30.4,44.2,384
2019/9/5,台北一,芒果 金煌,40,35.7,31.4,35.7,168
2019/9/6,台北一,芒果 金煌,45,26.3,20,28.8,192
2019/9/8,台北一,芒果 金煌,25,22.5,20,22.5,144
2019/9/10,台北一,芒果 金煌,35,33.5,32,33.5,96
2020/1/8,台北一,芒果 金煌,140,137.8,130,136.7,18
2020/1/14,台北一,芒果 金煌,130,124.2,110,122.5,24
2020/1/16,台北一,芒果 金煌,90,90,90,90,6
2020/1/19,台北一,芒果 金煌,80,80,80,80,24
2020/1/21,台北一,芒果 金煌,80,50,40,54,60
2020/1/22,台北一,芒果 金煌,65,65,65,65,18
2020/1/23,台北一,芒果 金煌,60,45.2,20,43.1,64
2020/2/1,台北一,芒果 金煌,80,69.6,65,70.7,41
2020/2/4,台北一,芒果 金煌,79.6,56.3,25,54.7,98
2020/2/5,台北一,芒果 金煌,35,35,35,35,30
2020/2/6,台北一,芒果 金煌,40,40,40,40,46
2020/2/7,台北一,芒果 金煌,61.8,50.1,35,49.4,241
2020/2/8,台北一,芒果 金煌,49.7,38.2,27.1,38.3,207
2020/2/11,台北一,芒果 金煌,60,52.8,31.6,50,977
2020/2/12,台北一,芒果 金煌,52.8,49.7,41,48.6,54
2020/2/14,台北一,芒果 金煌,50,38.7,25,38.2,102
2020/2/15,台北一,芒果 金煌,50,50,50,50,84
2020/2/18,台北一,芒果 金煌,100,67.8,35,67.7,60
2020/2/19,台北一,芒果 金煌,86.2,77,75,78.4,96
2020/2/20,台北一,芒果 金煌,94.9,66.9,51.5,69.4,264
2020/2/21,台北一,芒果 金煌,63.8,51.9,50,53.9,156
2020/2/22,台北一,芒果 金煌,85,80.2,48.7,74.8,465
2020/2/23,台北一,芒果 金煌,55.2,45.9,35,45.6,204
2020/2/25,台北一,芒果 金煌,66.5,43.8,27.4,45.1,230
2020/2/26,台北一,芒果 金煌,79,46,45,52.4,57
2020/2/27,台北一,芒果 金煌,105,103.9,100,103.3,18
2020/2/28,台北一,芒果 金煌,98,81.5,39,76.3,131
2020/2/29,台北一,芒果 金煌,95,90.5,90,91.3,68
2020/3/1,台北一,芒果 金煌,89.7,63.8,55,67.2,32
2020/3/3,台北一,芒果 金煌,80,72,45.8,68.3,424
2020/3/4,台北一,芒果 金煌,80,68.8,55,68.3,244
2020/3/5,台北一,芒果 金煌,76.6,43.9,38,49.3,262
2020/3/6,台北一,芒果 金煌,75.9,60.8,42.7,60.2,790
2020/3/7,台北一,芒果 金煌,81.4,51,40,54.9,516
2020/3/8,台北一,芒果 金煌,93.2,71.7,41.3,69.9,402
2020/3/10,台北一,芒果 金煌,87.4,61.5,35,61.4,372
2020/3/11,台北一,芒果 金煌,81.9,78.3,41.9,71.7,156
2020/3/12,台北一,芒果 金煌,86.5,57.1,45,60.6,156
2020/3/13,台北一,芒果 金煌,84,69.2,53,68.9,223
2020/3/14,台北一,芒果 金煌,85,78.6,44.1,73,236
2020/3/15,台北一,芒果 金煌,90,58.5,40,61.1,246
2020/3/17,台北一,芒果 金煌,90,87,67.6,83.7,217
2020/3/18,台北一,芒果 金煌,89.4,54.2,41.9,58.8,96
2020/3/19,台北一,芒果 金煌,106.2,89.5,57.6,86.4,234
2020/3/20,台北一,芒果 金煌,107.8,100.6,92.2,100.3,54
2020/3/21,台北一,芒果 金煌,107.6,76.9,47.6,77.2,590
2020/3/22,台北一,芒果 金煌,100.8,70.6,50.5,72.6,664
2020/3/24,台北一,芒果 金煌,87.5,71,50.5,70.2,"1,194"
2020/3/25,台北一,芒果 金煌,92.3,65.2,39.8,65.5,220
2020/3/26,台北一,芒果 金煌,74.8,62.4,50.2,62.4,564
2020/3/27,台北一,芒果 金煌,77.8,62.4,51.9,63.4,636
2020/3/28,台北一,芒果 金煌,79.2,62.6,42.9,62,"1,490"
2020/3/29,台北一,芒果 金煌,80,64.8,35.6,62,"1,212"
2020/3/31,台北一,芒果 金煌,64.7,47.3,29.2,47.2,"1,598"
2020/4/1,台北一,芒果 金煌,58.4,49.3,35,48.3,847
2020/4/2,台北一,芒果 金煌,87.7,58.5,37.8,60.2,"1,011"
2020/4/3,台北一,芒果 金煌,87,62.3,43.3,63.5,"1,553"
2020/4/4,台北一,芒果 金煌,80.5,56.6,40,58,960
2020/4/7,台北一,芒果 金煌,91.6,53.7,40,58.5,"1,524"
2020/4/8,台北一,芒果 金煌,96,78.7,59.4,78.3,768
2020/4/9,台北一,芒果 金煌,94.9,65,35.4,65.1,639
2020/4/10,台北一,芒果 金煌,90.1,57.3,41.8,60.8,880
2020/4/11,台北一,芒果 金煌,93.8,62.8,40.9,64.6,"1,491"
2020/4/12,台北一,芒果 金煌,91.1,58.9,38.9,61.3,"1,881"
2020/4/14,台北一,芒果 金煌,87,48.1,31,52.5,"2,669"
2020/4/15,台北一,芒果 金煌,61.3,47.2,31.3,46.9,"1,514"
2020/4/16,台北一,芒果 金煌,76.7,49.2,34.5,51.8,"1,192"
2020/4/17,台北一,芒果 金煌,71.7,49,33.1,50.3,"2,213"
2020/4/18,台北一,芒果 金煌,63.9,47.8,33.5,48.2,"1,677"
2020/4/19,台北一,芒果 金煌,65.5,49.1,31.5,48.9,"1,998"
2020/4/21,台北一,芒果 金煌,71.6,46.9,31.4,48.8,"2,253"
2020/4/22,台北一,芒果 金煌,70.3,51.4,34.2,51.7,"4,183"
2020/4/23,台北一,芒果 金煌,66,50,35.5,50.3,"3,185"
2020/4/24,台北一,芒果 金煌,61.5,48.9,32.9,48.2,"2,128"
2020/4/25,台北一,芒果 金煌,74.8,53,35.7,53.9,"1,548"
2020/4/26,台北一,芒果 金煌,78.8,51.9,37.3,54.4,"1,189"
2020/4/28,台北一,芒果 金煌,65.2,51.4,32.5,50.4,"3,473"
2020/4/29,台北一,芒果 金煌,59,46.3,33.3,46.3,"2,806"
2020/4/30,台北一,芒果 金煌,57.2,44.4,36.1,45.3,"2,217"
2020/5/1,台北一,芒果 金煌,51.9,40.9,31.6,41.2,"3,420"
2020/5/2,台北一,芒果 金煌,57.1,49.8,36.6,48.6,"2,356"
2020/5/3,台北一,芒果 金煌,50.9,40.8,26.1,39.9,"3,761"
2020/5/5,台北一,芒果 金煌,55.4,46,34.4,45.6,"3,125"
2020/5/6,台北一,芒果 金煌,57.8,46.5,33.8,46.2,"4,771"
2020/5/7,台北一,芒果 金煌,53.2,45.6,31.3,44.2,"4,385"
2020/5/8,台北一,芒果 金煌,54.6,41.6,29.9,41.8,"4,367"
2020/5/9,台北一,芒果 金煌,53.9,42,29,41.8,"3,524"
2020/5/10,台北一,芒果 金煌,58.9,40.1,29.9,41.8,"3,983"
2020/5/12,台北一,芒果 金煌,55.8,38.6,27.7,39.8,"4,718"
2020/5/13,台北一,芒果 金煌,49.8,32.1,21,33.4,"4,565"
2020/5/14,台北一,芒果 金煌,41.7,30.2,17.9,30.1,"3,945"
2020/5/15,台北一,芒果 金煌,36.4,27.3,15,26.7,"4,936"
2020/5/16,台北一,芒果 金煌,41.2,31.6,19.3,31,"5,580"
2020/5/17,台北一,芒果 金煌,39.5,29.4,18.5,29.3,"4,798"
2020/5/19,台北一,芒果 金煌,41.4,28.9,16.7,28.9,"6,644"
2020/5/20,台北一,芒果 金煌,39.8,28.7,16.4,28.5,"5,170"
2020/5/21,台北一,芒果 金煌,50.1,37.6,21.5,36.8,"5,700"
2020/5/22,台北一,芒果 金煌,43,28.9,17,29.4,"9,145"
2020/5/23,台北一,芒果 金煌,44.3,32.2,16.2,31.4,"6,099"
2020/5/24,台北一,芒果 金煌,40.8,35.4,25.4,34.5,"4,652"
2020/5/26,台北一,芒果 金煌,49.2,32.2,17.4,32.6,"4,099"
2020/5/27,台北一,芒果 金煌,45.4,25.4,13.5,27,"4,203"
2020/5/28,台北一,芒果 金煌,36.8,21.4,13.2,22.8,"7,847"
2020/5/29,台北一,芒果 金煌,34.7,20,11.4,21.2,"7,014"
2020/5/30,台北一,芒果 金煌,38.6,24.8,15.1,25.6,"6,690"
2020/5/31,台北一,芒果 金煌,35.1,22.1,13.9,23.1,"5,929"
2020/6/2,台北一,芒果 金煌,39.8,23.7,13.7,24.9,"7,310"
2020/6/3,台北一,芒果 金煌,38.9,25.5,14.4,26,"6,917"
2020/6/4,台北一,芒果 金煌,41,28.4,16.4,28.5,"9,271"
