日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2014/1/7,台北一,芒果 金煌,80,80,80,80,24
2014/1/11,台北一,芒果 金煌,70,65,65,66,30
2014/1/14,台北一,芒果 金煌,95,95,95,95,24
2014/1/15,台北一,芒果 金煌,75,69.3,50,66.6,116
2014/1/16,台北一,芒果 金煌,40,40,40,40,12
2014/1/17,台北一,芒果 金煌,60,60,60,60,24
2014/1/22,台北一,芒果 金煌,110,107.5,100,106.5,17
2014/1/23,台北一,芒果 金煌,100,91.7,75,90,42
2014/1/25,台北一,芒果 金煌,95,62.6,30,62.6,35
2014/1/26,台北一,芒果 金煌,120,93.1,65,92.9,84
2014/1/27,台北一,芒果 金煌,120,103.7,90,104.2,19
2014/1/29,台北一,芒果 金煌,142.3,125.8,90.3,122,106
2014/1/30,台北一,芒果 金煌,163.5,126.9,88.2,126.4,87
2014/2/6,台北一,芒果 金煌,120,117.1,110,116.3,24
2014/2/7,台北一,芒果 金煌,138,96.9,64.4,98.6,113
2014/2/8,台北一,芒果 金煌,90,78.6,57.5,76.7,36
2014/2/12,台北一,芒果 金煌,90,90,90,90,12
2014/2/13,台北一,芒果 金煌,127.7,94.6,46.7,91.6,225
2014/2/14,台北一,芒果 金煌,141.3,81.7,68.4,90.9,96
2014/2/19,台北一,芒果 金煌,110,103.3,100,104,30
2014/2/20,台北一,芒果 金煌,130,130,130,130,12
2014/2/21,台北一,芒果 金煌,130,112.9,90,111.7,23
2014/2/22,台北一,芒果 金煌,173.6,150.2,107.9,146.4,84
2014/2/23,台北一,芒果 金煌,170,145.8,90,139.5,19
2014/2/26,台北一,芒果 金煌,176.7,157.4,140,157.8,54
2014/2/27,台北一,芒果 金煌,151.3,121.5,90,121.2,119
2014/2/28,台北一,芒果 金煌,145.6,104.4,72.5,106.3,378
2014/3/1,台北一,芒果 金煌,162.6,72.6,53.5,86.8,253
2014/3/2,台北一,芒果 金煌,125.8,53.8,30,63.4,95
2014/3/5,台北一,芒果 金煌,80,70.5,45,67.3,11
2014/3/6,台北一,芒果 金煌,75,68.2,40.6,64.1,96
2014/3/7,台北一,芒果 金煌,155,112.5,55,109.5,120
2014/3/8,台北一,芒果 金煌,143,82.2,61.3,90.2,207
2014/3/9,台北一,芒果 金煌,135,62.1,28.8,70,120
2014/3/11,台北一,芒果 金煌,80,62.7,50,63.6,22
2014/3/12,台北一,芒果 金煌,75,56.1,40,56.7,18
2014/3/13,台北一,芒果 金煌,164.2,124.5,67.2,121,216
2014/3/14,台北一,芒果 金煌,162.1,84.6,56.7,94.5,468
2014/3/15,台北一,芒果 金煌,148.2,68.9,50.3,81,348
2014/3/16,台北一,芒果 金煌,169.7,158.2,150,158.9,36
2014/3/19,台北一,芒果 金煌,104,66.4,50.9,70.8,73
2014/3/20,台北一,芒果 金煌,145.7,120.7,70.1,115.6,211
2014/3/21,台北一,芒果 金煌,140,132.9,123.8,132.5,48
2014/3/22,台北一,芒果 金煌,172.5,110,56.3,111.8,120
2014/3/23,台北一,芒果 金煌,165.1,108.7,50.2,108.3,138
2014/3/25,台北一,芒果 金煌,132.5,83.6,45.6,85.8,240
2014/3/26,台北一,芒果 金煌,140,133.3,110,130,102
2014/3/27,台北一,芒果 金煌,139.3,120,75.1,114.8,384
2014/3/28,台北一,芒果 金煌,122.4,114.3,77.1,108.5,570
2014/3/29,台北一,芒果 金煌,111.4,96.1,64.7,92.9,777
2014/3/30,台北一,芒果 金煌,88.3,73.1,52.6,72.1,885
2014/4/1,台北一,芒果 金煌,94.7,77.6,53.2,76.1,637
2014/4/2,台北一,芒果 金煌,108,81,51.4,80.5,529
2014/4/3,台北一,芒果 金煌,116.6,90,67.4,90.8,607
2014/4/4,台北一,芒果 金煌,120.1,87.9,67.1,90.2,568
2014/4/8,台北一,芒果 金煌,113.3,69.5,46.7,73.7,828
2014/4/9,台北一,芒果 金煌,125.3,85,54.3,86.9,598
2014/4/10,台北一,芒果 金煌,117.3,89.5,61,89.3,795
2014/4/11,台北一,芒果 金煌,115.6,86.4,56.2,86.2,820
2014/4/12,台北一,芒果 金煌,97.4,76.4,51.3,75.6,"1,545"
2014/4/13,台北一,芒果 金煌,86.9,59.6,40.4,61.2,"1,932"
2014/4/15,台北一,芒果 金煌,79.3,62.8,45.5,62.6,"1,188"
2014/4/16,台北一,芒果 金煌,83.4,65,44.7,64.6,955
2014/4/17,台北一,芒果 金煌,79.7,66.5,38.5,63.5,"1,145"
2014/4/18,台北一,芒果 金煌,89.3,71.8,31.6,67.3,"1,096"
2014/4/19,台北一,芒果 金煌,89.9,65.6,36.4,64.6,"1,958"
2014/4/20,台北一,芒果 金煌,80.7,63.2,38.9,61.9,"1,989"
2014/4/22,台北一,芒果 金煌,79.3,61.3,37.6,60.1,"2,325"
2014/4/23,台北一,芒果 金煌,74.1,58.6,35.8,57.2,981
2014/4/24,台北一,芒果 金煌,90,60.3,33.4,60.8,503
2014/4/25,台北一,芒果 金煌,89.7,60.1,37.2,61.5,"1,349"
2014/4/26,台北一,芒果 金煌,76.6,57.4,35.7,56.9,"2,273"
2014/4/27,台北一,芒果 金煌,81.7,58.9,32.8,58.2,"2,167"
2014/4/29,台北一,芒果 金煌,93.2,54.1,32.5,57.6,"2,387"
2014/4/30,台北一,芒果 金煌,104,71.1,47.1,72.9,871
2014/5/1,台北一,芒果 金煌,98.9,61.2,30,62.5,"1,330"
2014/5/2,台北一,芒果 金煌,84.3,63.3,45.1,63.9,"1,786"
2014/5/3,台北一,芒果 金煌,78.2,56.9,36.8,57.1,"2,935"
2014/5/4,台北一,芒果 金煌,77.8,48.6,27.6,50.2,"2,083"
2014/5/6,台北一,芒果 金煌,79.8,49.5,26.8,51,"2,457"
2014/5/7,台北一,芒果 金煌,72.3,42.3,27.7,45.4,"3,221"
2014/5/8,台北一,芒果 金煌,65.7,41.9,23.4,43,"1,776"
2014/5/9,台北一,芒果 金煌,80,40.3,20.1,44.2,"2,768"
2014/5/10,台北一,芒果 金煌,102.1,54.2,31.2,59.2,"2,836"
2014/5/11,台北一,芒果 金煌,91.7,56.3,31.9,58.5,"4,069"
2014/5/13,台北一,芒果 金煌,83.5,54,27.2,54.5,"3,574"
2014/5/14,台北一,芒果 金煌,81.1,48.8,28.4,51.2,"2,438"
2014/5/15,台北一,芒果 金煌,84.1,53.5,29,54.8,"1,531"
2014/5/16,台北一,芒果 金煌,91.1,48.6,24.7,52.3,"2,350"
2014/5/17,台北一,芒果 金煌,83.8,43.6,27.2,48.4,"3,310"
2014/5/18,台北一,芒果 金煌,63.1,35.3,19.4,37.7,"4,029"
2014/5/20,台北一,芒果 金煌,48,30.1,17.3,31.1,"4,428"
2014/5/21,台北一,芒果 金煌,47.2,26.8,12.5,28,"3,109"
2014/5/22,台北一,芒果 金煌,46.6,29.3,18.2,30.5,"4,711"
2014/5/23,台北一,芒果 金煌,56.3,33.2,18.6,34.9,"2,989"
2014/5/24,台北一,芒果 金煌,46.8,31.1,17.3,31.5,"4,174"
2014/5/25,台北一,芒果 金煌,48,32.2,20.3,33,"3,301"
2014/5/27,台北一,芒果 金煌,54.6,31.7,21.5,34.3,"5,055"
2014/5/28,台北一,芒果 金煌,52.3,34.1,17.1,34.3,"7,085"
2014/5/29,台北一,芒果 金煌,49.6,32.1,20,33.2,"4,540"
2014/5/30,台北一,芒果 金煌,53.2,31.2,21.5,33.6,"2,500"
2014/5/31,台北一,芒果 金煌,48,32.1,19.3,32.7,"5,340"
2014/6/1,台北一,芒果 金煌,62.7,33,16.7,35.7,"4,442"
2014/6/2,台北一,芒果 金煌,54.5,32.6,15.5,33.6,"1,963"
2014/6/5,台北一,芒果 金煌,54.4,36.1,19.3,36.4,"4,129"
2014/6/6,台北一,芒果 金煌,55.2,33.5,17.7,34.6,"4,263"
2014/6/7,台北一,芒果 金煌,57,34.6,21.5,36.5,"3,806"
2014/6/8,台北一,芒果 金煌,46.5,31.4,18.7,31.9,"4,566"
2014/6/10,台北一,芒果 金煌,49.5,31.7,19,32.7,"7,460"
2014/6/11,台北一,芒果 金煌,52.3,30.7,18.4,32.5,"9,772"
2014/6/12,台北一,芒果 金煌,47.6,30.6,21.2,32.1,"7,683"
2014/6/13,台北一,芒果 金煌,55.2,32.8,17.7,34.3,"5,037"
2014/6/14,台北一,芒果 金煌,51.5,30.6,18,32.3,"6,174"
2014/6/15,台北一,芒果 金煌,42,26.8,16.8,27.9,"7,236"
2014/6/17,台北一,芒果 金煌,39.8,28.4,16.8,28.4,"11,401"
2014/6/18,台北一,芒果 金煌,40.5,24.3,13.4,25.3,"6,124"
2014/6/19,台北一,芒果 金煌,39.8,26.7,15.8,27.2,"5,889"
2014/6/20,台北一,芒果 金煌,35,27.6,15.6,26.7,"7,547"
2014/6/21,台北一,芒果 金煌,34.3,24.4,13.8,24.3,"8,137"
2014/6/22,台北一,芒果 金煌,33.7,24,13.8,23.9,"8,483"
2014/6/24,台北一,芒果 金煌,34,24.7,15.1,24.6,"9,532"
2014/6/25,台北一,芒果 金煌,33.9,26.2,18.5,26.2,"11,188"
2014/6/26,台北一,芒果 金煌,40.1,28.2,16.4,28.2,"13,955"
2014/6/27,台北一,芒果 金煌,43.1,29,18,29.6,"11,497"
2014/6/28,台北一,芒果 金煌,40.4,30.9,19.7,30.6,"11,338"
2014/6/29,台北一,芒果 金煌,38.4,29.2,16.8,28.6,"9,848"
2014/7/1,台北一,芒果 金煌,40.2,28.9,15.7,28.5,"10,823"
2014/7/2,台北一,芒果 金煌,38.4,29,17.4,28.5,"7,412"
2014/7/3,台北一,芒果 金煌,35.1,26.5,15.1,26,"10,827"
2014/7/4,台北一,芒果 金煌,35.6,24,13.5,24.2,"12,077"
2014/7/5,台北一,芒果 金煌,34.4,26.1,16.8,25.9,"13,815"
2014/7/6,台北一,芒果 金煌,35.6,25.9,15.7,25.8,"14,366"
2014/7/8,台北一,芒果 金煌,33.8,26.3,17.8,26.1,"16,712"
2014/7/9,台北一,芒果 金煌,34.4,25.9,19.8,26.4,"12,792"
2014/7/10,台北一,芒果 金煌,35.9,25.9,15.7,25.9,"18,414"
2014/7/11,台北一,芒果 金煌,36.5,27,17.3,26.9,"16,225"
2014/7/12,台北一,芒果 金煌,35.5,27,16.4,26.6,"13,028"
2014/7/13,台北一,芒果 金煌,34.8,26.1,16.4,25.9,"12,225"
2014/7/15,台北一,芒果 金煌,34.1,26.5,17,26.1,"12,839"
2014/7/16,台北一,芒果 金煌,38.4,29,21.4,29.4,"10,642"
2014/7/17,台北一,芒果 金煌,37.2,26.6,15.6,26.5,"11,479"
2014/7/18,台北一,芒果 金煌,36.1,27.1,18,27.1,"11,112"
2014/7/19,台北一,芒果 金煌,33.5,27.2,21.3,27.3,"10,822"
2014/7/20,台北一,芒果 金煌,38.2,29.6,20.6,29.5,"11,125"
2014/7/22,台北一,芒果 金煌,36.8,27.6,18.8,27.7,"15,647"
2014/7/23,台北一,芒果 金煌,39.5,28.5,21.2,29.3,"13,148"
2014/7/24,台北一,芒果 金煌,41.2,30.3,22.7,31,"10,254"
2014/7/25,台北一,芒果 金煌,41.5,31.6,22.9,31.8,"11,044"
2014/7/26,台北一,芒果 金煌,43.7,31.1,23.3,32.1,"9,778"
2014/7/27,台北一,芒果 金煌,45.3,31.5,22.7,32.5,"13,281"
2014/7/29,台北一,芒果 金煌,42.1,29.8,19.8,30.2,"11,392"
2014/7/30,台北一,芒果 金煌,42.5,29.8,16.8,29.8,"9,269"
2014/7/31,台北一,芒果 金煌,41.5,27.2,15.7,27.7,"8,349"
2014/8/1,台北一,芒果 金煌,42,27.6,18.4,28.6,"6,775"
2014/8/2,台北一,芒果 金煌,40.2,30.8,20.4,30.6,"8,871"
2014/8/3,台北一,芒果 金煌,42.4,29.6,20.6,30.4,"9,495"
2014/8/5,台北一,芒果 金煌,44.9,31.6,19.3,31.8,"6,372"
2014/8/6,台北一,芒果 金煌,46.7,33.2,24.7,34.2,"4,761"
2014/8/7,台北一,芒果 金煌,50.5,35.3,21.8,35.7,"6,591"
2014/8/8,台北一,芒果 金煌,48,33.5,21.1,33.9,"7,592"
2014/8/9,台北一,芒果 金煌,58.3,39.7,22.1,39.9,"7,503"
2014/8/10,台北一,芒果 金煌,61.2,34.6,22.3,37.4,"3,979"
2014/8/13,台北一,芒果 金煌,42.8,27.8,17.7,28.8,"2,869"
2014/8/14,台北一,芒果 金煌,40.9,27.1,19.7,28.4,890
2014/8/15,台北一,芒果 金煌,51.8,31.2,20,33.1,"2,400"
2014/8/16,台北一,芒果 金煌,51,30.7,22,33,"2,366"
2014/8/17,台北一,芒果 金煌,57.2,37.1,18.2,37.4,"2,007"
2014/8/19,台北一,芒果 金煌,50.2,34,20.1,34.5,"2,602"
2014/8/20,台北一,芒果 金煌,55.6,30.7,19.8,33.5,"1,644"
2014/8/21,台北一,芒果 金煌,55.7,34.1,20.4,35.7,"1,488"
2014/8/22,台北一,芒果 金煌,62.2,41.3,33,43.8,"1,092"
2014/8/23,台北一,芒果 金煌,54.3,32.8,16.6,33.9,"2,112"
2014/8/24,台北一,芒果 金煌,60.8,36.4,20,38,516
2014/8/26,台北一,芒果 金煌,35,33.2,21.5,31.2,756
2014/8/27,台北一,芒果 金煌,25.6,20.2,18.3,20.9,318
2014/8/28,台北一,芒果 金煌,31.7,29.7,23,28.8,495
2014/8/29,台北一,芒果 金煌,32.4,24.8,20.7,25.5,648
2014/8/30,台北一,芒果 金煌,56.9,30,30,35.4,208
2014/8/31,台北一,芒果 金煌,35,23.4,22,25.4,143
2014/9/2,台北一,芒果 金煌,37,19.2,12,21.3,295
2014/9/4,台北一,芒果 金煌,25.7,22,22,22.7,81
2014/9/5,台北一,芒果 金煌,25,16.2,15,17.7,33
2014/9/13,台北一,芒果 金煌,25,25,25,25,60
2014/9/16,台北一,芒果 金煌,35,35,35,35,6
2015/3/3,台北一,芒果 金煌,110,106.4,95.8,105,72
2015/3/4,台北一,芒果 金煌,94.9,87,76.3,86.5,246
2015/3/5,台北一,芒果 金煌,95.1,72,52.5,72.7,59
2015/3/6,台北一,芒果 金煌,95,90,85,90,36
2015/3/10,台北一,芒果 金煌,83.1,72.5,65,73.1,48
2015/3/12,台北一,芒果 金煌,150,92.8,60.6,97.8,192
2015/3/13,台北一,芒果 金煌,124,56.2,50.5,68.6,229
2015/3/14,台北一,芒果 金煌,90.3,61.6,50,65,83
2015/3/15,台北一,芒果 金煌,78.3,64.9,50,64.6,72
2015/3/17,台北一,芒果 金煌,165,77.3,39.4,87.3,180
2015/3/18,台北一,芒果 金煌,177.5,127.8,83.3,128.8,180
2015/3/19,台北一,芒果 金煌,103.2,78.5,60.9,79.9,527
2015/3/20,台北一,芒果 金煌,100.2,79.4,67.1,81.1,232
2015/3/21,台北一,芒果 金煌,65,60.4,42.3,57.7,78
2015/3/22,台北一,芒果 金煌,85,85,85,85,5
2015/3/24,台北一,芒果 金煌,97.4,81.5,60.5,80.5,189
2015/3/25,台北一,芒果 金煌,80,72.5,54.2,70.3,217
2015/3/26,台北一,芒果 金煌,73.3,67.8,57.4,66.8,228
2015/3/27,台北一,芒果 金煌,138.2,77.8,50.8,84.5,273
2015/3/28,台北一,芒果 金煌,126.3,82.2,55.2,85.6,336
2015/3/29,台北一,芒果 金煌,90,64.2,35.9,63.7,146
2015/3/31,台北一,芒果 金煌,103.9,74.9,43.1,74.4,756
2015/4/1,台北一,芒果 金煌,104.4,91.8,55.1,87,344
2015/4/2,台北一,芒果 金煌,81.8,67.8,49.3,66.9,"1,071"
2015/4/3,台北一,芒果 金煌,80.7,57.5,39,58.4,"1,108"
2015/4/4,台北一,芒果 金煌,83.1,66.1,35.3,63.3,636
2015/4/7,台北一,芒果 金煌,81.3,66.7,48.9,66.1,168
2015/4/8,台北一,芒果 金煌,88.4,69.5,40,67.4,510
2015/4/9,台北一,芒果 金煌,88.6,62.3,47.5,64.6,796
2015/4/10,台北一,芒果 金煌,78,59.5,44.3,60.1,"1,053"
2015/4/11,台北一,芒果 金煌,98.5,69.9,36.5,69,745
2015/4/12,台北一,芒果 金煌,83.6,65.9,40.7,64.4,716
2015/4/14,台北一,芒果 金煌,78.6,62.2,40.1,61.1,"1,117"
2015/4/15,台北一,芒果 金煌,81,61.7,36.2,60.5,840
2015/4/16,台北一,芒果 金煌,67.7,50.8,43.7,52.7,756
2015/4/17,台北一,芒果 金煌,78.3,60,39.8,59.6,974
2015/4/18,台北一,芒果 金煌,73.6,52.5,37.9,53.8,"2,172"
2015/4/19,台北一,芒果 金煌,79,48.4,32.4,51.3,"1,229"
2015/4/21,台北一,芒果 金煌,79.6,56.6,38.5,57.6,"1,357"
2015/4/22,台北一,芒果 金煌,55.6,44.1,31.5,43.9,494
2015/4/23,台北一,芒果 金煌,72,43.9,29.9,46.7,811
2015/4/24,台北一,芒果 金煌,81,51.1,29.8,52.8,761
2015/4/25,台北一,芒果 金煌,100.7,65,32.7,65.7,"1,152"
2015/4/26,台北一,芒果 金煌,79.1,55.9,42.6,57.9,824
2015/4/28,台北一,芒果 金煌,80.4,55,33.6,55.8,"1,446"
2015/4/29,台北一,芒果 金煌,75.5,52.7,24.5,51.6,"1,402"
2015/4/30,台北一,芒果 金煌,86.3,62.9,31.5,61.3,"1,004"
2015/5/1,台北一,芒果 金煌,88.5,60.2,34,60.6,"1,862"
2015/5/2,台北一,芒果 金煌,70,51.3,32.4,51.3,"4,030"
2015/5/3,台北一,芒果 金煌,81.9,56.3,32.1,56.6,"1,471"
2015/5/5,台北一,芒果 金煌,90.6,63,30.7,62,990
2015/5/6,台北一,芒果 金煌,89.7,67.5,37.3,65.9,764
2015/5/7,台北一,芒果 金煌,77.2,51.7,30.3,52.5,"1,640"
2015/5/8,台北一,芒果 金煌,70.4,47.5,28.4,48.3,"2,107"
2015/5/9,台北一,芒果 金煌,73.7,43,25.6,45.6,"3,620"
2015/5/10,台北一,芒果 金煌,76.2,37.2,17.9,41.1,"1,913"
2015/5/12,台北一,芒果 金煌,75.7,41.1,23.6,44.5,"2,146"
2015/5/13,台北一,芒果 金煌,80.1,48.1,26,50.1,"2,293"
2015/5/14,台北一,芒果 金煌,72.3,48.7,23.4,48.4,"1,936"
2015/5/15,台北一,芒果 金煌,82.7,51.3,26,52.5,"2,794"
2015/5/16,台北一,芒果 金煌,70.5,49.7,27,49.3,"5,048"
2015/5/17,台北一,芒果 金煌,60.1,37.3,25.3,39.5,"5,888"
2015/5/19,台北一,芒果 金煌,62.3,36.8,19.9,38.5,"5,699"
2015/5/20,台北一,芒果 金煌,55.2,31.1,17.3,33.2,"4,928"
2015/5/21,台北一,芒果 金煌,41.9,23.3,15.6,25.5,"3,701"
2015/5/22,台北一,芒果 金煌,45.7,25.2,13.9,27,"2,383"
2015/5/23,台北一,芒果 金煌,47.8,28.4,16,29.8,"5,775"
2015/5/24,台北一,芒果 金煌,45.9,26.8,15.7,28.4,"4,833"
2015/5/26,台北一,芒果 金煌,49.1,28.8,20.8,31.3,"4,608"
2015/5/27,台北一,芒果 金煌,50.5,29.6,17.2,31.3,"3,466"
2015/5/28,台北一,芒果 金煌,60.2,34.4,17.1,36.1,"3,758"
2015/5/29,台北一,芒果 金煌,42.9,25.8,10.9,26.2,"3,905"
2015/5/30,台北一,芒果 金煌,51.4,29.5,17.7,31.5,"5,960"
2015/5/31,台北一,芒果 金煌,41.7,24.6,12.1,25.5,"10,467"
2015/6/2,台北一,芒果 金煌,46.2,23.9,12.4,26.1,"8,629"
2015/6/3,台北一,芒果 金煌,40.4,22.5,12,24,"5,523"
2015/6/4,台北一,芒果 金煌,43.3,21.9,10.8,24,"5,708"
2015/6/5,台北一,芒果 金煌,38.3,20.8,11.6,22.4,"5,769"
2015/6/6,台北一,芒果 金煌,37.2,20.4,11.3,22,"8,047"
2015/6/7,台北一,芒果 金煌,36.4,19.4,9.3,20.8,"9,833"
2015/6/9,台北一,芒果 金煌,38,21.2,12.7,22.8,"8,228"
2015/6/10,台北一,芒果 金煌,33.6,22.3,13.8,22.9,"4,922"
2015/6/11,台北一,芒果 金煌,28.3,19.9,12.8,20.1,"4,340"
2015/6/12,台北一,芒果 金煌,32,22.2,14.1,22.6,"7,794"
2015/6/13,台北一,芒果 金煌,35.4,20.6,12.6,22,"9,912"
2015/6/14,台北一,芒果 金煌,36.8,22.7,12,23.4,"8,791"
2015/6/16,台北一,芒果 金煌,38.9,23.1,13.7,24.4,"9,210"
2015/6/17,台北一,芒果 金煌,34.3,21.2,12.1,22,"8,048"
2015/6/18,台北一,芒果 金煌,29.7,18.4,10.4,19,"12,663"
2015/6/19,台北一,芒果 金煌,34.2,20.8,13.2,22,"11,495"
2015/6/20,台北一,芒果 金煌,33,20.9,10.9,21.3,"8,891"
2015/6/23,台北一,芒果 金煌,30.1,20.5,9.2,20.1,"9,160"
2015/6/24,台北一,芒果 金煌,32,19.8,11,20.5,"6,387"
2015/6/25,台北一,芒果 金煌,26.8,20.7,11.6,20.1,"8,684"
2015/6/26,台北一,芒果 金煌,28.6,20.6,11.9,20.5,"9,302"
2015/6/27,台北一,芒果 金煌,30.7,21.6,13.2,21.8,"9,679"
2015/6/28,台北一,芒果 金煌,29.5,20.8,11.2,20.6,"13,062"
2015/6/30,台北一,芒果 金煌,28.7,20.9,12,20.7,"13,237"
2015/7/1,台北一,芒果 金煌,24.7,18.6,12.1,18.6,"8,422"
2015/7/2,台北一,芒果 金煌,23.2,16.7,9.8,16.6,"10,017"
2015/7/3,台北一,芒果 金煌,23.3,17.6,11.5,17.5,"8,926"
2015/7/4,台北一,芒果 金煌,23.1,19,11.8,18.4,"10,898"
2015/7/5,台北一,芒果 金煌,24.7,18.4,12.8,18.5,"10,367"
2015/7/7,台北一,芒果 金煌,27.5,18.6,11.5,19,"9,695"
2015/7/8,台北一,芒果 金煌,27.2,20,12.8,20,"9,823"
2015/7/9,台北一,芒果 金煌,30.7,21.4,14,21.8,"7,163"
2015/7/10,台北一,芒果 金煌,29.9,20.1,12.6,20.6,"8,310"
2015/7/11,台北一,芒果 金煌,30.5,19.2,11,19.8,"9,057"
2015/7/12,台北一,芒果 金煌,26.3,19.5,13.5,19.7,"10,459"
2015/7/14,台北一,芒果 金煌,30.1,18.6,10.1,19.2,"8,777"
2015/7/15,台北一,芒果 金煌,30.8,20.3,11.2,20.6,"8,593"
2015/7/16,台北一,芒果 金煌,30.6,20.9,11.2,20.9,"9,289"
2015/7/17,台北一,芒果 金煌,30.1,20,13,20.6,"7,617"
2015/7/18,台北一,芒果 金煌,30,21.2,14,21.5,"7,182"
2015/7/19,台北一,芒果 金煌,31.2,22.2,14.7,22.5,"9,180"
2015/7/21,台北一,芒果 金煌,29.5,22,14.6,22,"12,217"
2015/7/22,台北一,芒果 金煌,29.7,22.2,15.3,22.3,"10,203"
2015/7/23,台北一,芒果 金煌,27.9,22.1,14.6,21.7,"10,024"
2015/7/24,台北一,芒果 金煌,28.1,21,14.1,21.1,"11,062"
2015/7/25,台北一,芒果 金煌,30.4,20.7,13.6,21.2,"11,591"
2015/7/26,台北一,芒果 金煌,29.7,21.5,14.2,21.7,"12,120"
2015/7/28,台北一,芒果 金煌,33.2,20.9,13.9,22,"14,093"
2015/7/29,台北一,芒果 金煌,35.8,23.3,13.7,23.9,"12,085"
2015/7/30,台北一,芒果 金煌,34.3,24.1,14.7,24.2,"13,662"
2015/7/31,台北一,芒果 金煌,33.5,23.4,15.8,23.9,"13,082"
2015/8/1,台北一,芒果 金煌,33.6,22.3,8,21.7,"14,327"
2015/8/2,台北一,芒果 金煌,31.5,24.5,17.1,24.4,"12,557"
2015/8/4,台北一,芒果 金煌,31.9,22.6,14.3,22.8,"14,252"
2015/8/5,台北一,芒果 金煌,34.9,24.4,14.6,24.5,"9,739"
2015/8/6,台北一,芒果 金煌,34.5,24.8,18.3,25.4,"10,658"
2015/8/7,台北一,芒果 金煌,36.3,24.6,17.6,25.6,"9,908"
2015/8/8,台北一,芒果 金煌,32.5,23.4,14.2,23.4,"8,351"
2015/8/9,台北一,芒果 金煌,40.5,28.2,21.9,29.4,"3,405"
2015/8/11,台北一,芒果 金煌,36.3,25.5,15.2,25.6,"7,594"
2015/8/12,台北一,芒果 金煌,38.3,25.7,17.2,26.5,"5,050"
2015/8/13,台北一,芒果 金煌,45.6,26.6,14.8,28.1,"6,679"
2015/8/14,台北一,芒果 金煌,43,26,15.4,27.3,"9,580"
2015/8/15,台北一,芒果 金煌,34.4,25.2,19.4,25.9,"4,976"
2015/8/16,台北一,芒果 金煌,49.2,28.9,18.8,31,"5,057"
2015/8/18,台北一,芒果 金煌,49.5,29.5,19.5,31.5,"4,237"
2015/8/19,台北一,芒果 金煌,46.8,30.4,19.7,31.6,"3,893"
2015/8/20,台北一,芒果 金煌,54.2,28.4,11.8,30.3,"1,960"
2015/8/21,台北一,芒果 金煌,48.7,35.3,19.6,34.9,"1,111"
2015/8/22,台北一,芒果 金煌,51.7,34.8,22.7,35.8,"1,970"
2015/8/23,台北一,芒果 金煌,70,48.4,25.1,48,519
2015/8/25,台北一,芒果 金煌,83,41.5,26.9,46.9,936
2015/8/26,台北一,芒果 金煌,43,30.6,12.5,29.5,692
2015/8/27,台北一,芒果 金煌,45.4,35.7,22,34.9,"1,756"
2015/8/28,台北一,芒果 金煌,56,44.8,24.4,42.9,"1,105"
2015/9/1,台北一,芒果 金煌,50,49,30,45.4,78
2015/9/2,台北一,芒果 金煌,45,44.4,35,42.7,153
2015/9/3,台北一,芒果 金煌,50,44,38,44,72
2015/9/4,台北一,芒果 金煌,50,45.4,40.1,45.3,312
2015/9/5,台北一,芒果 金煌,50,33.9,27,35.7,534
2015/9/6,台北一,芒果 金煌,57.4,44.4,37,45.5,378
2015/9/8,台北一,芒果 金煌,44.2,29.7,25,31.6,192
2015/9/9,台北一,芒果 金煌,58,48,35,47.4,276
2015/9/13,台北一,芒果 金煌,42.9,32.3,30,34,114
2016/1/16,台北一,芒果 金煌,50,50,50,50,8
2016/2/3,台北一,芒果 金煌,40,40,40,40,6
2016/2/20,台北一,芒果 金煌,150,150,150,150,42
2016/2/21,台北一,芒果 金煌,170,165,160,165,10
2016/2/25,台北一,芒果 金煌,90,88.9,80.8,87.5,36
2016/2/26,台北一,芒果 金煌,90,85,80,85,48
2016/3/1,台北一,芒果 金煌,160,150.4,95,141.3,24
2016/3/2,台北一,芒果 金煌,120,120,120,120,5
2016/3/4,台北一,芒果 金煌,140,130,125,131,60
2016/3/5,台北一,芒果 金煌,122,118,90,113.2,50
2016/3/6,台北一,芒果 金煌,130,83.3,57.5,87.5,60
2016/3/8,台北一,芒果 金煌,105,60.7,45,66.4,84
2016/3/9,台北一,芒果 金煌,108.2,56.7,30,61.6,110
2016/3/10,台北一,芒果 金煌,78,78,78,78,18
2016/3/11,台北一,芒果 金煌,90,90,90,90,18
2016/3/12,台北一,芒果 金煌,60,60,60,60,16
2016/3/13,台北一,芒果 金煌,145.6,92.3,53.1,95.1,77
2016/3/15,台北一,芒果 金煌,150,122,90,121.2,41
2016/3/16,台北一,芒果 金煌,150,114,43.3,107.1,72
2016/3/17,台北一,芒果 金煌,150,150,130,146,30
2016/3/18,台北一,芒果 金煌,90,73.7,38.9,70,108
2016/3/19,台北一,芒果 金煌,150,139.2,91.7,131.8,60
2016/3/20,台北一,芒果 金煌,160,152.8,139.2,151.5,78
2016/3/22,台北一,芒果 金煌,147.7,59.2,33.7,71.8,226
2016/3/23,台北一,芒果 金煌,159.4,149.6,126.4,146.9,103
2016/3/24,台北一,芒果 金煌,164.6,153.8,121.8,149.6,132
2016/3/25,台北一,芒果 金煌,150,144.1,135,143.4,96
2016/3/26,台北一,芒果 金煌,91,61.1,42.7,63.4,82
2016/3/27,台北一,芒果 金煌,105,52.5,25,57.5,24
